representative	product	locus_tag
VNG_1115H	UPF0066 family protein	VNG_1115H,VNG_RS04345,VNG1115H
VNG_1117C	tRNA (guanine(37)-N(1))-methyltransferase	VNG_1117C,VNG_RS04355,VNG1117C
VNG_1118G	diphthine synthase	VNG_1118G,VNG_RS04350,VNG1118G
VNG_1119H	uncharacterized protein	VNG_1119H,VNG_RS04365,VNG1119H
VNG_1120H	START domain protein	VNG_1120H,VNG_RS04370,VNG1120H
VNG_1121G	pyridoxal phosphate-dependent aminotransferase	VNG_1121G,VNG_RS04375,VNG1121G
VNG_1123G	Lrp/AsnC family transcription regulator LrpA1	VNG_1123G,VNG_RS04380,VNG1123Gm
VNG_1125G	pyruvate--ferredoxin oxidoreductase betasubunit	VNG_1125G,VNG_RS04385,VNG1125G
VNG_1128G	pyruvate--ferredoxin oxidoreductase alphasubunit	VNG_1128G,VNG_RS04390,VNG1128G
VNG_1130H	uncharacterized protein	VNG_1130H,VNG_RS04395,VNG1130H
VNG_1131G	Fe-S cluster carrier protein ApbC	VNG_1131G,VNG_RS04400,VNG1131G
VNG_1132G	30S ribosomal protein S13	VNG_1132G,VNG_RS04410,VNG1132G
VNG_1133G	30S ribosomal protein S4	VNG_1133G,VNG_RS04415,VNG1133G
VNG_1134G	30S ribosomal protein S11	VNG_1134G,VNG_RS04420,VNG1134G
VNG_1136G	DNA-directed RNA polymerase subunit D	VNG_1136G,VNG_RS04425,VNG1136G
VNG_1137G	50S ribosomal protein L18e	VNG_1137G,VNG_RS04435,VNG1137G
VNG_1138G	50S ribosomal protein L13	VNG_1138G,VNG_RS04440,VNG1138G
VNG_1139G	30S ribosomal protein S9	VNG_1139G,VNG_RS04445,VNG1139Gm
VNG_1140G	DNA-directed RNA polymerase subunit N	VNG_1140G,VNG_RS04450,VNG1140G
VNG_1141G	DNA-directed RNA polymerase subunit K	VNG_1141G,VNG_RS04455,VNG1141G
VNG_1142G	enolase	VNG_1142G,VNG_RS04460,VNG1142G
VNG_1143G	30S ribosomal protein S2	VNG_1143G,VNG_RS04465,VNG1143G
VNG_1144H	glyoxalase domain protein	VNG_1144H,VNG_RS04470,VNG1144H
VNG_1145G	mevalonate kinase	VNG_1145G,VNG_RS04475,VNG1145G
VNG_1148G	isopentenyl phosphate kinase	VNG_1148G,VNG_RS04480,VNG1148G
VNG_1149C	ribonuclease J	VNG_1149C,VNG_RS04485,VNG1149Cm
VNG_1150G	bifunctional short chain isoprenyl diphosphatesynthase	VNG_1150G,VNG_RS04490,VNG1150G
VNG_1151H	uncharacterized protein	VNG_1151H,VNG_RS04495,VNG1151H
VNG_1153G	glutamate--tRNA(Glu/Gln) ligase	VNG_1153G,VNG_RS04500,VNG1153G
VNG_1154H	DUF456 family protein	VNG_1154H,VNG_RS04505,VNG1154H
VNG_1156G	tRNA(Met) cytidine acetyltransferase TmcA	VNG_1156G,VNG_RS04510,VNG1156G
VNG_1157G	50S ribosomal protein L8e	VNG_1157G,VNG_RS04515,VNG1157G
VNG_1158G	30S ribosomal protein S28e	VNG_1158G,VNG_RS04520,VNG1158G
VNG_1159G	50S ribosomal protein L24e	VNG_1159G,VNG_RS04525,VNG1159G
VNG_1160G	nucleoside-diphosphate kinase	VNG_1160G,VNG_RS04530,VNG1160G
VNG_1162H	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase (methionine synthase II)	VNG_1162H,VNG_RS04535,VNG1162H
VNG_1163G	release factor glutamine methyltransferase PrmC	VNG_1163G,VNG_RS04540,VNG1163G
VNG_1164C	mechanosensitive channel protein MscS	VNG_1164C,VNG_RS04545,VNG1164C
VNG_1165G	ribosome biogenesis protein KsgA, 16SrRNA-methylating	VNG_1165G,VNG_RS04550,VNG1165G
VNG_1168C	putative tRNA-specific adenosine deaminase	VNG_1168C,VNG_RS04555,VNG1168C
VNG_1169C	DNA-directed RNA polymerase subunit F	VNG_1169C,VNG_RS04560,VNG1169C
VNG_1170a	small CPxCG-related zinc finger protein	VNG_1170a,VNG_RS14125
VNG_1170G	50S ribosomal protein L21e	VNG_1170G,VNG_RS04565,VNG1170G
VNG_1172G	cystathionine synthase/lyase (cystathionine gamma-synthase, cystathionine gamma-lyase, cystathioninebeta-lyase)	VNG_1172G,VNG_RS04570,VNG1172G
VNG_1173a	small CPxCG-related zinc finger protein	VNG_1173a,VNG_RS04580,VNG1173a
VNG_1173G	translation elongation factor aEF-1 beta	VNG_1173G,VNG_RS04575,VNG1173G
VNG_1174G	rRNA/tRNA 2'-O-methyltransferase complex proteinNop5	VNG_1174G,VNG_RS04590,VNG1174G
VNG_1175G	sensor box histidine kinase	VNG_1175G,VNG_RS04585,VNG1175G
VNG_1176G	fibrillarin-like rRNA/tRNA2'-O-methyltransferase	VNG_1176G,VNG_RS04595,VNG1176G
VNG_1178H	uncharacterized protein	VNG_1178H,VNG_RS04600,VNG1178H
VNG_1179C	Lrp/AsnC family transcription regulator	VNG_1179C,VNG_RS04605,VNG1179C
VNG_1180G	peptide methionine sulfoxide reductase MsrA(S-form specific)	VNG_1180G,VNG_RS04610,VNG1180G
VNG_1181G	archaellin ArlX	VNG_1181G,VNG_RS04615,VNG1181G
VNG_1182H	FMN-binding domain protein	VNG_1182H,VNG_RS04620,VNG1182H
VNG_1183H	TIGR04031 family protein	VNG_1183H,VNG_RS04630,VNG1183H
VNG_1184G	Fe-coproporphyrin synthase AhbC	VNG_1184G,VNG_RS04625,VNG1184Gm
VNG_1185G	coproheme decarboxylase AhbD	VNG_1185G,VNG_RS04635,VNG1185G
VNG_1187G	probable copper-containing oxidoreductase	VNG_1187G,VNG_RS04640,VNG1187G
VNG_1188G	halocyanin HcpD	VNG_1188G,VNG_RS04645,VNG1188G
VNG_1189H	uncharacterized protein	VNG_1189H,VNG_RS04650,VNG1189H
VNG_1190G	superoxide dismutase (Mn)	VNG_1190G,VNG_RS04655,VNG1190G
VNG_1191G	acyl-CoA dehydrogenase	VNG_1191G,VNG_RS04660,VNG1191Gm
VNG_1193C	histidine kinase	VNG_1193C,VNG_RS04665,VNG1193C
VNG_1194H	uncharacterized protein	VNG_1194H,VNG_RS04670,VNG1194H
VNG_1196H	uncharacterized protein	VNG_1196H,VNG_RS04675,VNG1196H
VNG_1197G	peroxiredoxin	VNG_1197G,VNG_RS04680,VNG1197G
VNG_1198C	FAD-dependent oxidoreductase (homolog togeranylgeranyl reductase)	VNG_1198C,VNG_RS04685,VNG1198C
VNG_1200H	uncharacterized protein	VNG_1200H,VNG_RS04690,VNG1200H
VNG_1201G	class II aldolase (homolog toL-fuculose-phosphate aldolase)	VNG_1201G,VNG_RS04695,VNG1201G
VNG_1202C	HAD superfamily hydrolase	VNG_1202C,VNG_RS04700,VNG1202C
VNG_1204G	glutamate dehydrogenase	VNG_1204G,VNG_RS04705,VNG1204G
VNG_1205a	uncharacterized protein	VNG_1205a,VNG_RS04715
VNG_1205C	probable nucleoside deaminase	VNG_1205C,VNG_RS04710,VNG1205C
VNG_1207C	HTH-10 family transcription regulator	VNG_1207C,VNG_RS04720,VNG1207C
VNG_1208G	urocanate hydratase	VNG_1208G,VNG_RS04725,VNG1208G
VNG_1209G	formimidoylglutamase	VNG_1209G,VNG_RS04730,VNG1209G
VNG_1211G	imidazolonepropionase	VNG_1211G,VNG_RS04735,VNG1211G
VNG_1212G	histidine ammonia-lyase	VNG_1212G,VNG_RS04740,VNG1212Gm
VNG_1213a	integrase family protein (nonfunctional)	VNG_1213a
VNG_1213C	ribonuclease H domain protein	VNG_1213C,VNG_RS04745,VNG1213C
VNG_1214H	uncharacterized protein	VNG_1214H,VNG_RS04750,VNG1214H
VNG_1215G	GNAT family acetyltransferase	VNG_1215G,VNG_RS04760,VNG1215G
VNG_1216G	phosphoglycerate kinase	VNG_1216G,VNG_RS04765,VNG1216G
VNG_1218C	CBS domain protein	VNG_1218C,VNG_RS04770,VNG1218C
VNG_1219G	uridine kinase	VNG_1219G,VNG_RS04775,VNG1219G
VNG_1220H	uncharacterized protein	VNG_1220H,VNG_RS04780,VNG1220H
VNG_1224G	Orc1-type DNA replication protein	VNG_1224G,VNG_RS04790,VNG1224G
VNG_1226H	uncharacterized protein	VNG_1226H,VNG_RS04800,VNG1226H
VNG_1227H	uncharacterized protein	VNG_1227H,VNG_RS04795,VNG1227H
VNG_1228C	uracil-DNA glycosylase superfamily protein	VNG_1228C,VNG_RS04805,VNG1228C
VNG_1229H	uncharacterized protein	VNG_1229H,VNG_RS04810,VNG1229H
VNG_1230a	inosine-5'-monophosphate dehydrogenase (nonfunctional)	VNG_1230a
VNG_1230G	chorismate synthase	VNG_1230G,VNG_RS04815,VNG1230G
VNG_1232G	3-phosphoshikimate 1-carboxyvinyltransferase	VNG_1232G,VNG_RS04820,VNG1232G
VNG_1233G	peptidase M24 family protein (homolog to Xaa-Prodipeptidase)	VNG_1233G,VNG_RS04825,VNG1233G
VNG_1234C	sensor box histidine kinase	VNG_1234C,VNG_RS04830,VNG1234C
VNG_1235C	prephenate dehydrogenase	VNG_1235C,VNG_RS04835,VNG1235C
VNG_1236C	probable S-adenosylmethionine-dependentmethyltransferase	VNG_1236C,VNG_RS04840,VNG1236C
VNG_1237C	Lrp/AsnC family transcription regulator	VNG_1237C,VNG_RS04845,VNG1237C
VNG_1238C	TrkA-N domain protein	VNG_1238C,VNG_RS13325,VNG1238C
VNG_1239H	spurious ORF	VNG_1239H,VNG1239H
VNG_1240G	transport protein (probable substrate cationicamino acids)	VNG_1240G,VNG_RS04855,VNG1240G
VNG_1241a	NUDIX family hydrolase (nonfunctional)	VNG_1241a,VNG_RS04865
VNG_1241G	5'-nucleotidase SurE	VNG_1241G,VNG_RS04860,VNG1241G
VNG_1244C	chorismate mutase	VNG_1244C,VNG_RS04870,VNG1244C
VNG_1245C	shikimate kinase, archaeal-type	VNG_1245C,VNG_RS04875,VNG1245C
VNG_1246a	small CPxCG-related zinc finger protein	VNG_1246a
VNG_1246H	uncharacterized protein	VNG_1246H,VNG_RS04880,VNG1246H
VNG_1247G	ABC-type transport system ATP-binding protein	VNG_1247G,VNG_RS04890,VNG1247G
VNG_1249C	ABC-type transport system permease protein	VNG_1249C,VNG_RS04895,VNG1249C
VNG_1250H	uncharacterized protein	VNG_1250H,VNG_RS04900,VNG1250H
VNG_1251G	ATP-dependent DNA helicase	VNG_1251G,VNG_RS04905,VNG1251G
VNG_1252G	rpa-associated phosphoesterase	VNG_1252G,VNG_RS04910,VNG1252G
VNG_1253C	rpa-associated protein	VNG_1253C,VNG_RS04915,VNG1253C
VNG_1255C	replication protein A	VNG_1255C,VNG_RS04920,VNG1255C
VNG_1256G	2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone5'-phosphate reductase	VNG_1256G,VNG_RS04925,VNG1256G
VNG_1257H	uncharacterized protein	VNG_1257H,VNG_RS04930,VNG1257H
VNG_1259G	thioredoxin-disulfide reductase	VNG_1259G,VNG_RS04935,VNG1259G
VNG_1260C	DUF357 family protein	VNG_1260C,VNG_RS04940,VNG1260C
VNG_1261H	small CPxCG-related zinc finger protein	VNG_1261H,VNG_RS04945,VNG1261H
VNG_1262G	translation initiation factor aIF-2 betasubunit	VNG_1262G,VNG_RS04950,VNG1262G
VNG_1263C	UPF0058 family protein	VNG_1263C,VNG_RS04955,VNG1263C
VNG_1264C	UPF0212 family protein	VNG_1264C,VNG_RS04960,VNG1264C
VNG_1266G	DNA N-glycosylase	VNG_1266G,VNG_RS04965,VNG1266G
VNG_1268a	ISH14-type transposase HsIRS5 (nonfunctional)	VNG_1268a
VNG_1268H	uncharacterized protein	VNG_1268H,VNG_RS04970,VNG1268H
VNG_1270H	uncharacterized protein	VNG_1270H,VNG_RS13335,VNG1270H
VNG_1271H	uncharacterized protein	VNG_1271H,VNG_RS04975,VNG1271H
VNG_1272C	bifunctional NAD(P)H-hydrate repair enzyme Nnr	VNG_1272C,VNG_RS04980,VNG1272C
VNG_1273G	probable cyclic pyranopterin monophosphatesynthase	VNG_1273G,VNG_RS04985,VNG1273G
VNG_1275G	ribosome-associating GTPase HflX	VNG_1275G,VNG_RS04990,VNG1275Gm
VNG_1276C	ribosome maturation protein Sdo1	VNG_1276C,VNG_RS04995,VNG1276C
VNG_1279H	ribonuclease P protein component 2	VNG_1279H,VNG_RS05000,VNG1279H
VNG_1280C	probable S-adenosylmethionine-dependentmethyltransferase	VNG_1280C,VNG_RS05005,VNG1280C
VNG_1281H	ribonuclease P protein component 3	VNG_1281H,VNG_RS05010,VNG1281H
VNG_1282G	TrkA domain protein	VNG_1282G,VNG_RS05015,VNG1282G
VNG_1283H	uncharacterized protein	VNG_1283H,VNG_RS05020,VNG1283H
VNG_1284G	Trk-type transport system (probable substratepotassium)	VNG_1284G,VNG_RS05025,VNG1284G
VNG_1285G	Lrp/AsnC family transcription regulator / TrkAdomain protein	VNG_1285G,VNG_RS05030,VNG1285G
VNG_1287C	DUF54 family protein	VNG_1287C,VNG_RS05035,VNG1287C
VNG_1289H	DUF1918 family protein	VNG_1289H,VNG_RS05040,VNG1289H
VNG_1291H	glycoside hydrolase domain protein	VNG_1291H,VNG_RS05045,VNG1291H
VNG_1292H	uncharacterized protein	VNG_1292H,VNG1292H
VNG_1294G	FKBP-type peptidylprolyl isomerase	VNG_1294G,VNG_RS05050,VNG1294G
VNG_1295H	uncharacterized protein	VNG_1295H,VNG_RS05055,VNG1295H
VNG_1296C	adenylate cyclase domain protein	VNG_1296C,VNG_RS05060,VNG1296C
VNG_1297C	S-adenosylmethionine synthase	VNG_1297C,VNG_RS05065,VNG1297C
VNG_1299C	tRNA uracil 4-sulfurtransferase	VNG_1299C,VNG_RS05070,VNG1299C
VNG_1300H	uncharacterized protein	VNG_1300H,VNG_RS05075,VNG1300H
VNG_1301G	cysteine synthase	VNG_1301G,VNG_RS05080,VNG1301G
VNG_1302H	thioredoxin	VNG_1302H,VNG_RS05085,VNG1302H
VNG_1303C	YyaL family protein	VNG_1303C,VNG_RS05090,VNG1303C
VNG_1305G	phosphoribosylamine--glycine ligase	VNG_1305G,VNG_RS05095,VNG1305G
VNG_1306G	succinate dehydrogenase subunit A	VNG_1306G,VNG_RS05100,VNG1306G
VNG_1308G	succinate dehydrogenase subunit B	VNG_1308G,VNG_RS05105,VNG1308G
VNG_1309G	succinate dehydrogenase subunit D	VNG_1309G,VNG_RS05110,VNG1309G
VNG_1310G	succinate dehydrogenase subunit C	VNG_1310G,VNG_RS05115,VNG1310G
VNG_1311G	DNA N-glycosylase	VNG_1311G,VNG_RS05120,VNG1311G
VNG_1313G	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoAhydratase	VNG_1313G,VNG_RS05125,VNG1313G
VNG_1314H	uncharacterized protein	VNG_1314H,VNG_RS05135,VNG1314H
VNG_1315H	uncharacterized protein	VNG_1315H,VNG_RS05140,VNG1315H
VNG_1317H	uncharacterized protein	VNG_1317H,VNG_RS13340,VNG1317H
VNG_1318H	uncharacterized protein	VNG_1318H,VNG_RS05145,VNG1318H
VNG_1319H	uncharacterized protein	VNG_1319H,VNG_RS05150,VNG1319H
VNG_1320G	probable secreted glycoprotein	VNG_1320G,VNG_RS05155,VNG1320G
VNG_1323C	pectin lyase domain protein	VNG_1323C,VNG_RS05160,VNG1323C
VNG_1324C	GtrA family protein	VNG_1324C,VNG_RS05165,VNG1324C
VNG_1325C	thymidylate synthase ThyX	VNG_1325C,VNG_RS05175,VNG1325C
VNG_1326H	cupin 2 barrel domain protein	VNG_1326H,VNG_RS05180,VNG1326H
VNG_1327G	beta-lactamase domain protein	VNG_1327G,VNG_RS05185,VNG1327G
VNG_1329H	uncharacterized protein	VNG_1329H,VNG_RS05190,VNG1329H
VNG_1330H	uncharacterized protein	VNG_1330H,VNG_RS05195,VNG1330H
VNG_1332G	superoxide dismutase (Mn)	VNG_1332G,VNG_RS05200,VNG1332G
VNG_1335G	deoxyribodipyrimidine photo-lyase	VNG_1335G,VNG_RS05205,VNG1335G
VNG_1336C	PaaI family protein	VNG_1336C,VNG_RS05210,VNG1336C
VNG_1337C	AlkP-core domain protein	VNG_1337C,VNG_RS05215,VNG1337C
VNG_1339C	acyl-CoA synthetase	VNG_1339C,VNG_RS05220,VNG1339C
VNG_1340C	beta-lactamase domain protein	VNG_1340C,VNG_RS05225,VNG1340C
VNG_1341G	probable oxidoreductase (short-chaindehydrogenase family)	VNG_1341G,VNG_RS05230,VNG1341G
VNG_1342G	probable F420-dependent oxidoreductase	VNG_1342G,VNG_RS05235,VNG1342Gm
VNG_1343C	6-hydroxymethyl-7,8-dihydropterinpyrophosphokinase MptE	VNG_1343C,VNG_RS05240,VNG1343C
VNG_1344G	dihydropteroate synthase	VNG_1344G,VNG_RS05245,VNG1344G
VNG_1345H	uncharacterized protein	VNG_1345H,VNG_RS05250,VNG1345H
VNG_1347C	tRNA (cytidine/uridine-2'-O-)-methyltransferase	VNG_1347C,VNG_RS05255,VNG1347C
VNG_1349C	MaoC domain protein	VNG_1349C,VNG_RS05260,VNG1349Cm
VNG_1350C	DMT superfamily transport protein	VNG_1350C,VNG_RS05265,VNG1350C
VNG_1351G	Lrp/AsnC family transcription regulator	VNG_1351G,VNG_RS05270,VNG1351G
VNG_1352G	glutamyl-tRNA(Gln) amidotransferase subunit E	VNG_1352G,VNG_RS05275,VNG1352G
VNG_1353C	DUF304 domain protein	VNG_1353C,VNG_RS05280,VNG1353C
VNG_1355H	DUF304 domain protein	VNG_1355H,VNG_RS05285,VNG1355H
VNG_1356G	fumarate hydratase	VNG_1356G,VNG_RS05290,VNG1356G
VNG_1357C	BolA family protein	VNG_1357C,VNG_RS05295,VNG1357C
VNG_1359G	flap endonuclease Fen1	VNG_1359G,VNG_RS05300,VNG1359G
VNG_1360H	GNAT family acetyltransferase	VNG_1360H,VNG_RS05305,VNG1360H
VNG_1362H	DUF3054 family protein	VNG_1362H,VNG_RS05310,VNG1362H
VNG_1364G	ornithine cyclodeaminase family protein	VNG_1364G,VNG_RS05315,VNG1364G
VNG_1365C	DUF1119 family protein	VNG_1365C,VNG_RS05320,VNG1365C
VNG_1366H	tRNA/rRNA pseudouridine synthase complex proteinGar1	VNG_1366H,VNG_RS05325,VNG1366H
VNG_1367G	signal recognition particle 19K protein	VNG_1367G,VNG_RS05330,VNG1367G
VNG_1369G	ABC-type transport system periplasmicsubstrate-binding protein (substrate cobalamin)	VNG_1369G,VNG_RS05335,VNG1369G
VNG_1370G	ABC-type transport system permease protein(substrate cobalamin)	VNG_1370G,VNG_RS05340,VNG1370G
VNG_1371G	ABC-type transport system ATP-binding protein(substrate cobalamin)	VNG_1371G,VNG_RS05345,VNG1371Gm
VNG_1372C	probable secreted glycoprotein	VNG_1372C,VNG_RS05350,VNG1372C
VNG_1374G	signal-transducing histidine kinase homolog	VNG_1374G,VNG_RS05355,VNG1374G
VNG_1375C	histidine kinase	VNG_1375C,VNG_RS05360,VNG1375C
VNG_1376H	uncharacterized protein	VNG_1376H,VNG_RS14210,VNG1376H
VNG_1377G	Lrp/AsnC family transcription regulator	VNG_1377G,VNG_RS05365,VNG1377G
VNG_1379G	probable inositol-1(or 4)-monophosphatase /fructose-1,6-bisphosphatase, archaeal-type	VNG_1379G,VNG_RS05370,VNG1379G
VNG_1380H	uncharacterized protein	VNG_1380H,VNG_RS05380,VNG1380H
VNG_1381H	uncharacterized protein	VNG_1381H,VNG_RS05385,VNG1381H
VNG_1382H	uncharacterized protein	VNG_1382H,VNG_RS05390,VNG1382H
VNG_1383G	DNA repair helicase Rad3	VNG_1383G,VNG_RS05395,VNG1383G
VNG_1384H	uncharacterized protein	VNG_1384H,VNG_RS05400,VNG1384H
VNG_1385G	O-acetyltransferase (homolog to galactosideO-acetyltransferase)	VNG_1385G,VNG_RS05405,VNG1385G
VNG_1387H	uncharacterized protein	VNG_1387H,VNG_RS05410,VNG1387H
VNG_1388H	mechanosensitive channel protein MscS	VNG_1388H,VNG_RS05415,VNG1388H
VNG_1389C	diadenylate cyclase	VNG_1389C,VNG_RS05420,VNG1389C
VNG_1390a	phosphopantetheine adenylyltransferase	VNG_1390a,VNG_RS05435,VNG1390a
VNG_1390H	cyclin domain protein	VNG_1390H,VNG_RS05430,VNG1390H
VNG_1394H	TrmB family transcription regulator	VNG_1394H,VNG_RS05440,VNG1394H
VNG_1395G	transducer protein Htr9	VNG_1395G,VNG_RS05445,VNG1395G
VNG_1397C	glutamate--cysteine ligase	VNG_1397C,VNG_RS05450,VNG1397C
VNG_1398C	GNAT family acetyltransferase	VNG_1398C,VNG_RS05455,VNG1398C
VNG_1401C	UPF0179 family protein	VNG_1401C,VNG_RS05465,VNG1401C
VNG_1402H	DUF309 family protein	VNG_1402H,VNG_RS05460,VNG1402H
VNG_1403H	uncharacterized protein	VNG_1403H,VNG_RS05470,VNG1403H
VNG_1404a	small CPxCG-related zinc finger protein	VNG_1404a
VNG_1404G	peptide methionine sulfoxide reductase MsrB(R-form specific)	VNG_1404G,VNG_RS05480,VNG1404G
VNG_1405C	HxlR family transcription regulator	VNG_1405C,VNG_RS05475,VNG1405C
VNG_1406G	DNA repair helicase Rad25	VNG_1406G,VNG_RS05485,VNG1406Gm
VNG_1407C	thioesterase domain protein	VNG_1407C,VNG_RS05490,VNG1407C
VNG_1408G	5'-nucleotidase family hydrolase	VNG_1408G,VNG_RS05495,VNG1408G
VNG_1409C	DUF63 family protein	VNG_1409C,VNG_RS05500,VNG1409C
VNG_1410H	DUF181 family protein	VNG_1410H,VNG_RS05505,VNG1410H
VNG_1412H	uncharacterized protein	VNG_1412H,VNG_RS05510,VNG1412H
VNG_1413H	uncharacterized protein	VNG_1413H,VNG_RS05515,VNG1413H
VNG_1414G	serine hydroxymethyltransferase	VNG_1414G,VNG_RS05520,VNG1414G
VNG_1416G	methylenetetrahydrofolate dehydrogenase /methenyltetrahydrofolate cyclohydrolase	VNG_1416G,VNG_RS05525,VNG1416G
VNG_1417H	uncharacterized protein	VNG_1417H,VNG_RS05530,VNG1417H
VNG_1418C	alpha/beta hydrolase fold protein	VNG_1418C,VNG_RS05535,VNG1418C
VNG_1420H	uncharacterized protein	VNG_1420H,VNG_RS05540,VNG1420H
VNG_1422H	DUF1028 family protein	VNG_1422H,VNG_RS05545,VNG1422H
VNG_1423H	uncharacterized protein	VNG_1423H,VNG_RS14215,VNG1423H
VNG_1425H	uncharacterized protein	VNG_1425H,VNG_RS05550,VNG1425H
VNG_1426H	PadR family transcription regulator	VNG_1426H,VNG_RS05555,VNG1426H
VNG_1427H	uncharacterized protein	VNG_1427H,VNG_RS05560,VNG1427H
VNG_1428G	AI-2E family transport protein	VNG_1428G,VNG_RS05565,VNG1428G
VNG_1429C	2-phospho-L-lactate transferase	VNG_1429C,VNG_RS05570,VNG1429C
VNG_1431C	putative dihydropyrimidine dehydrogenase	VNG_1431C,VNG_RS05575,VNG1431C
VNG_1432G	deoxyhypusine synthase	VNG_1432G,VNG_RS05580,VNG1432G
VNG_1433G	30S ribosomal protein S17e	VNG_1433G,VNG_RS05585,VNG1433G
VNG_1435a	uncharacterized protein (nonfunctional)	VNG_1435a
VNG_1435G	aspartate-semialdehyde dehydrogenase	VNG_1435G,VNG_RS05590,VNG1435G
VNG_1437G	probable D-2-hydroxyacid dehydrogenase	VNG_1437G,VNG_RS05595,VNG1437G
VNG_1438a	uncharacterized protein	VNG_1438a,VNG_RS13970
VNG_1438H	uncharacterized protein	VNG_1438H,VNG_RS05600,VNG1438H
VNG_1440H	uncharacterized protein	VNG_1440H,VNG_RS05605,VNG1440H
VNG_1442G	transducer protein HtrXII	VNG_1442G,VNG_RS05610,VNG1442G
VNG_1444G	histidinol dehydrogenase	VNG_1444G,VNG_RS05615,VNG1444G
VNG_1446H	dodecin	VNG_1446H,VNG_RS05620,VNG1446H
VNG_1447H	DUF457 family protein	VNG_1447H,VNG_RS05625,VNG1447H
VNG_1448H	uncharacterized protein	VNG_1448H,VNG_RS05630,VNG1448H
VNG_1450G	5'-nucleotidase family hydrolase	VNG_1450G,VNG_RS05635,VNG1450G
VNG_1451C	TrmB family transcription regulator TrmB	VNG_1451C,VNG_RS05640,VNG1451C
VNG_1452G	eIF-2B domain protein	VNG_1452G,VNG_RS05645,VNG1452G
VNG_1453H	uncharacterized protein	VNG_1453H,VNG_RS05650,VNG1453H
VNG_1454C	tRNA-splicing ligase RtcB	VNG_1454C,VNG_RS05655,VNG1454C
VNG_1455H	DoxX domain protein	VNG_1455H,VNG_RS05660,VNG1455H
VNG_1456H	homolog to archaease	VNG_1456H,VNG_RS05665,VNG1456H
VNG_1457C	GNAT family acetyltransferase	VNG_1457C,VNG_RS05670,VNG1457C
VNG_1458G	phytoene synthase	VNG_1458G,VNG_RS05675,VNG1458G
VNG_1459H	small CPxCG-related zinc finger protein	VNG_1459H,VNG_RS05680,VNG1459H
VNG_1461H	uncharacterized protein	VNG_1461H,VNG_RS05685,VNG1461H
VNG_1462G	bacterioopsin-associated chaperone	VNG_1462G,VNG_RS05690,VNG1462G
VNG_1463G	bacterioopsin-linked protein Blp	VNG_1463G,VNG_RS05695,VNG1463G
VNG_1464G	bacterioopsin activator Bat	VNG_1464G,VNG_RS05700,VNG1464G
VNG_1465G	beta-carotene 15,15'-dioxygenase Brp	VNG_1465G,VNG_RS05705,VNG1465G
VNG_1466a	bacteriorhodopsin-regulating basic protein	VNG_1466a
VNG_1466H	transcription regulator Brz (CPxCG-related smallzinc finger protein)	VNG_1466H,VNG_RS05710,VNG1466H
VNG_1467G	bacteriorhodopsin	VNG_1467G,VNG_RS05715,VNG1467G
VNG_1468H	bacterioopsin-associated protein	VNG_1468H,VNG_RS05720,VNG1468H
VNG_1470G	DNA primase small subunit	VNG_1470G,VNG_RS05725,VNG1470G
VNG_1471C	DNA replication factor GINS	VNG_1471C,VNG_RS05730,VNG1471C
VNG_1472G	AAA-type ATPase (CDC48 subfamily)	VNG_1472G,VNG_RS05735,VNG1472G
VNG_1473H	uncharacterized protein	VNG_1473H,VNG_RS05740,VNG1473H
VNG_1474G	alpha/beta hydrolase fold protein	VNG_1474G,VNG_RS05745,VNG1474G
VNG_1475C	uncharacterized protein	VNG_1475C,VNG_RS05750,VNG1475C
VNG_1476C	RND superfamily permease	VNG_1476C,VNG_RS05755,VNG1476C
VNG_1478G	3-methyl-2-oxobutanoatehydroxymethyltransferase	VNG_1478G,VNG_RS05760,VNG1478G
VNG_1479H	uncharacterized protein	VNG_1479H,VNG_RS05765,VNG1479H
VNG_1480C	HAD superfamily hydrolase	VNG_1480C,VNG_RS05770,VNG1480C
VNG_1481G	serine O-acetyltransferase	VNG_1481G,VNG_RS05775,VNG1481G
VNG_1482G	acyl-CoA dehydrogenase	VNG_1482G,VNG_RS05780,VNG1482G
VNG_1483C	cro/C1 family transcription regulator	VNG_1483C,VNG_RS05785,VNG1483C
VNG_1484H	uncharacterized protein	VNG_1484H,VNG_RS05790,VNG1484H
VNG_1486a	basic protein bp2	VNG_1486a
VNG_1486H	small CPxCG-related zinc finger protein	VNG_1486H,VNG_RS14220,VNG1486H
VNG_1487H	FMN-binding domain protein	VNG_1487H,VNG_RS05795,VNG1487H
VNG_1488G	HTH-10 family transcription regulator	VNG_1488G,VNG_RS05800,VNG1488G
VNG_1490H	HTH domain protein	VNG_1490H,VNG_RS05805,VNG1490H
VNG_1492C	DUF420 family protein	VNG_1492C,VNG_RS05815,VNG1492C
VNG_1493G	amidophosphoribosyltransferase	VNG_1493G,VNG_RS05820,VNG1493G
VNG_1494G	50S ribosomal protein L37e	VNG_1494G,VNG_RS13345,VNG1494G
VNG_1496G	RNA-binding protein Lsm	VNG_1496G,VNG_RS05825,VNG1496G
VNG_1497C	DUF2342 family protein	VNG_1497C,VNG_RS05840,VNG1497C
VNG_1498a	uncharacterized protein	VNG_1498a,VNG_RS05835
