representative	gene_symbol	cog_id	cog_name	cog_category	functional_pathway
VNG_1173a	Undefined	COG2888	Predicted RNA-binding protein involved in translation, contains  Zn-ribbon domain, DUF1610 family	General function prediction only	Undefined
VNG_1173G	EFB1	COG2092	Translation elongation factor EF-1beta	Translation, ribosomal structure and biogenesis	Translation factors
VNG_1174G	SIK1	COG1498	Box C/D ribonucleoprotein Nop56/Prp31/SIK1 subunit	Translation, ribosomal structure and biogenesis	Undefined
VNG_1175G	GAF	COG2203	GAF domain	Signal transduction mechanisms	Undefined
VNG_1176G	NOP1	COG1889	Fibrillarin-like rRNA 2'-O-methylase NOP1	Translation, ribosomal structure and biogenesis	Undefined
VNG_1179C	Lrp	COG1522	DNA-binding transcriptional regulator, Lrp family	Transcription	Undefined
VNG_1180G	MsrA	COG0225	Peptide methionine sulfoxide reductase MsrA	Posttranslational modification, protein turnover, chaperones	Undefined
VNG_1181G	FlaB	COG1681	Archaellin (archaeal flagellin)	Cell motility	Undefined
VNG_1182H	NimA	COG3467	Nitroimidazole reductase NimA or a related FMN-containing flavoprotein, pyridoxamine 5'-phosphate oxidase superfamily	Defense mechanisms	Undefined
VNG_1184G	SkfB	COG0535	Radical SAM superfamily maturase, SkfB/NifB/PqqE family	Cell cycle control, cell division, chromosome partitioning	Undefined
VNG_1185G	SkfB	COG0535	Radical SAM superfamily maturase, SkfB/NifB/PqqE family	Cell cycle control, cell division, chromosome partitioning	Undefined
VNG_1188G	PetE	COG3794	Plastocyanin	Energy production and conversion	Undefined
VNG_1190G	SodA	COG0605	Superoxide dismutase	Inorganic ion transport and metabolism	Undefined
VNG_1191G	CaiA	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	Lipid transport and metabolism	Fatty acid biosynthesis
VNG_1193C	BaeS	COG0642	Signal transduction histidine kinase	Signal transduction mechanisms	Undefined
VNG_1196H	Undefined	COG4997	Predicted house-cleaning noncanonical NTP pyrophosphatase, all-alpha NTP-PPase (MazG) superfamily	General function prediction only	Undefined
VNG_1197G	Bcp	COG1225	Peroxiredoxin	Posttranslational modification, protein turnover, chaperones	Undefined
VNG_1198C	FixC	COG0644	Dehydrogenase (flavoprotein)	Energy production and conversion	Undefined
VNG_1201G	AraD	COG0235	5-methylthioribulose/5-deoxyribulose/Fuculose 1-phosphate aldolase (methionine salvage, sugar degradation)	Amino acid transport and metabolism	Urea cycle
VNG_1202C	YigB	COG1011	FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis)	Coenzyme transport and metabolism	Undefined
VNG_1204G	GdhA	COG0334	Glutamate dehydrogenase/leucine dehydrogenase	Amino acid transport and metabolism	Glutamine biosynthesis
VNG_1205C	SsnA	COG0402	Cytosine/adenosine deaminase or related metal-dependent hydrolase	Nucleotide transport and metabolism	Pyrimidine salvage
VNG_1207C	DmsR	COG3413	Predicted transcriptional regulator, contains HTH domain	General function prediction only	Undefined
VNG_1208G	HutU	COG2987	Urocanate hydratase	Amino acid transport and metabolism	Undefined
VNG_1209G	SpeB	COG0010	Arginase/agmatinase family enzyme	Amino acid transport and metabolism	Urea cycle
VNG_1211G	HutI	COG1228	Imidazolonepropionase or related amidohydrolase	Secondary metabolites biosynthesis, transport and catabolism	Undefined
VNG_1212G	HutH	COG2986	Histidine ammonia-lyase	Amino acid transport and metabolism	Undefined
VNG_1213C	YprB	COG3359	Uncharacterized conserved protein YprB, contains RNaseH-like and TPR domains	General function prediction only	Undefined
VNG_1215G	RimI	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	Translation, ribosomal structure and biogenesis	Undefined
VNG_1216G	Pgk	COG0126	3-phosphoglycerate kinase	Carbohydrate transport and metabolism	Glycolysis
VNG_1218C	CBS	COG0517	CBS domain	Signal transduction mechanisms	Undefined
VNG_1219G	Udk	COG0572	Uridine kinase	Nucleotide transport and metabolism	Pyrimidine salvage
VNG_1224G	CDC6	COG1474	Cdc6-related protein, AAA superfamily ATPase	Replication, recombination and repair	Undefined
VNG_1228C	Udg4	COG1573	Uracil-DNA glycosylase	Replication, recombination and repair	Undefined
VNG_1230G	AroC	COG0082	Chorismate synthase	Amino acid transport and metabolism	Aromatic amino acid biosynthesis
VNG_1232G	AroA	COG0128	5-enolpyruvylshikimate-3-phosphate synthase	Amino acid transport and metabolism	Aromatic amino acid biosynthesis
VNG_1233G	PepP	COG0006	Xaa-Pro aminopeptidase	Amino acid transport and metabolism	Undefined
VNG_1235C	TyrA	COG0287	Prephenate dehydrogenase	Amino acid transport and metabolism	Aromatic amino acid biosynthesis
VNG_1237C	Lrp	COG1522	DNA-binding transcriptional regulator, Lrp family	Transcription	Undefined
VNG_1240G	PotE	COG0531	Serine transporter YbeC, amino acid:H+ symporter family	Amino acid transport and metabolism	Undefined
VNG_1241G	SurE	COG0496	Broad specificity polyphosphatase and 5'/3'-nucleotidase SurE	Replication, recombination and repair	Undefined
VNG_1244C	PheA	COG1605	Chorismate mutase	Amino acid transport and metabolism	Aromatic amino acid biosynthesis
VNG_1245C	AroK2	COG1685	Archaeal shikimate kinase	Amino acid transport and metabolism	Aromatic amino acid biosynthesis
VNG_1247G	Undefined	COG4674	ABC-type uncharacterized transport system, ATPase component	General function prediction only	Undefined
VNG_1251G	Lhr	COG1201	Lhr-like helicase	Replication, recombination and repair	Undefined
VNG_1252G	Undefined	COG1407	Metallophosphoesterase superfamily enzyme	General function prediction only	Undefined
VNG_1253C	Undefined	COG3390	Replication protein A (RPA) family protein	Replication, recombination and repair	Undefined
VNG_1255C	RFA1	COG1599	ssDNA-binding replication factor A, large subunit	Replication, recombination and repair	Undefined
VNG_1256G	RibD	COG1985	Pyrimidine reductase, riboflavin biosynthesis	Coenzyme transport and metabolism	Riboflavin/FAD biosynthesis
VNG_1259G	TrxB	COG0492	Thioredoxin reductase	Posttranslational modification, protein turnover, chaperones	Undefined
VNG_1260C	Undefined	COG1849	Uncharacterized conserved protein	Function unknown	Undefined
VNG_1262G	GCD7	COG1601	Translation initiation factor 2, beta subunit (eIF-2beta)/eIF-5 N-terminal domain	Translation, ribosomal structure and biogenesis	Translation factors
VNG_1263C	Undefined	COG1745	Uncharacterized metal-binding protein MJ1132, UPF0058 family	Function unknown	Undefined
VNG_1264C	Undefined	COG1885	Uncharacterized conserved protein, UPF0212 family	Function unknown	Undefined
VNG_1266G	AlkA	COG0122	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	Replication, recombination and repair	Undefined
VNG_1272C	Nnr1|Nnr2	COG0062|COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain|NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	Nucleotide transport and metabolism	Undefined
VNG_1273G	MoaC	COG0315	Molybdenum cofactor biosynthesis enzyme MoaC	Coenzyme transport and metabolism	Molybdopterin biosynthesis
VNG_1275G	HflX	COG2262	50S ribosomal subunit-associated GTPase HflX	Translation, ribosomal structure and biogenesis	Undefined
VNG_1276C	Sdo1	COG1500	Ribosome maturation protein Sdo1	Translation, ribosomal structure and biogenesis	Undefined
VNG_1279H	POP5	COG1369	RNase P/RNase MRP subunit POP5	Translation, ribosomal structure and biogenesis	Undefined
VNG_1281H	RPP1	COG1603	RNase P/RNase MRP subunit p30	Translation, ribosomal structure and biogenesis	Undefined
VNG_1282G	TrkA	COG0569	Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain	Inorganic ion transport and metabolism	Undefined
VNG_1284G	TrkG	COG0168	Trk-type K+ transport system, membrane component	Inorganic ion transport and metabolism	Undefined
VNG_1285G	Lrp	COG1522	DNA-binding transcriptional regulator, Lrp family	Transcription	Undefined
VNG_1287C	Undefined	COG1325	Exosome subunit, RNA binding protein with dsRBD fold	Intracellular trafficking, secretion, and vesicular transport	Undefined
VNG_1294G	SlpA	COG1047	Peptidyl-prolyl cis-trans isomerase, FKBP type	Posttranslational modification, protein turnover, chaperones	Undefined
VNG_1296C	CyaB	COG1437	Adenylate cyclase class IV, CYTH domain (includes archaeal enzymes of unknown function)	Signal transduction mechanisms	Undefined
VNG_1297C	MetK2	COG1812	Archaeal S-adenosylmethionine synthetase	Coenzyme transport and metabolism	Methionine biosynthesis
VNG_1299C	ThiI	COG0301	Adenylyl- and sulfurtransferase ThiI (thiamine and tRNA 4-thiouridine biosynthesis)	Coenzyme transport and metabolism	Thiamine biosynthesis
VNG_1301G	CysK	COG0031	Cysteine synthase	Amino acid transport and metabolism	Cysteine biosynthesis
VNG_1302H	TrxA	COG0526	Thiol-disulfide isomerase or thioredoxin	Posttranslational modification, protein turnover, chaperones	Undefined
VNG_1303C	YyaL	COG1331	Uncharacterized conserved protein YyaL, SSP411 family, contains thoiredoxin and six-hairpin glycosidase-like domains	General function prediction only	Undefined
VNG_1305G	PurD	COG0151	Phosphoribosylamine-glycine ligase	Nucleotide transport and metabolism	Purine biosynthesis
VNG_1306G	SdhA	COG1053	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	Energy production and conversion	TCA cycle
VNG_1308G	SdhB/FrdB	COG0479	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	Energy production and conversion	TCA cycle
VNG_1309G	SdhD	COG2142	Succinate dehydrogenase, hydrophobic anchor subunit	Energy production and conversion	Undefined
VNG_1313G	CaiD|FadB	COG1024|COG1250	Enoyl-CoA hydratase/carnithine racemase|3-hydroxyacyl-CoA dehydrogenase	Lipid transport and metabolism	Fatty acid biosynthesis
VNG_1324C	GtrA	COG2246	Putative flippase GtrA (transmembrane translocase of bactoprenol-linked glucose)	Lipid transport and metabolism	Undefined
VNG_1325C	ThyX	COG1351	Thymidylate synthase ThyX, FAD-dependent family	Nucleotide transport and metabolism	Thymidylate biosynthesis
VNG_1327G	GloB	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	General function prediction only	Undefined
VNG_1332G	SodA	COG0605	Superoxide dismutase	Inorganic ion transport and metabolism	Undefined
VNG_1335G	PhrB	COG0415	Deoxyribodipyrimidine photolyase	Replication, recombination and repair	Undefined
VNG_1336C	PaaI	COG2050	Acyl-CoA thioesterase PaaI, contains HGG motif	Secondary metabolites biosynthesis, transport and catabolism	Undefined
VNG_1337C	AslA	COG3119	Arylsulfatase A or related enzyme, AlkP superfamily	Inorganic ion transport and metabolism	Undefined
VNG_1339C	MenE/FadK	COG0318	O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming)	Lipid transport and metabolism	Menaquinone biosynthesis
VNG_1340C	GloB	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	General function prediction only	Undefined
VNG_1341G	FabG	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	Lipid transport and metabolism	Fatty acid biosynthesis
VNG_1342G	SsuD	COG2141	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	Coenzyme transport and metabolism	Pyrimidine degradation
VNG_1343C	FolK	COG1634	6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase MptE (tetrahydrofolate and tetrahydromethanopterin biosynthesis)	Coenzyme transport and metabolism	Undefined
VNG_1344G	FolP	COG0294	Dihydropteroate synthase	Coenzyme transport and metabolism	Folate biosynthesis
VNG_1347C	TrmJ	COG0565	tRNA C32,U32 (ribose-2'-O)-methylase TrmJ or a related methyltransferase	Translation, ribosomal structure and biogenesis	tRNA modification
VNG_1349C	MaoC	COG2030	Acyl-CoA dehydratase PaaZ	Lipid transport and metabolism	Undefined
VNG_1350C	RhaT	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily	Carbohydrate transport and metabolism	Undefined
VNG_1351G	Lrp	COG1522	DNA-binding transcriptional regulator, Lrp family	Transcription	Undefined
VNG_1352G	GatE	COG2511	Archaeal Glu-tRNAGln amidotransferase subunit E, contains GAD domain	Translation, ribosomal structure and biogenesis	Undefined
VNG_1353C	YdbT	COG3428	Uncharacterized membrane protein YdbT, contains bPH2 (bacterial pleckstrin homology) domain	Function unknown	Undefined
VNG_1356G	FumC	COG0114	Fumarate hydratase class II	Energy production and conversion	TCA cycle
VNG_1357C	BolA	COG0271	DNA-binding global transcriptional regulator BolA, affects cell shape, cell division and biofilm formation	Transcription	Undefined
VNG_1359G	ExoIX	COG0258	5'-3' exonuclease Xni/ExoIX (flap endonuclease)	Replication, recombination and repair	Undefined
VNG_1364G	OCDMu	COG2423	Ornithine cyclodeaminase/archaeal alanine dehydrogenase, mu-crystallin family	Amino acid transport and metabolism	Proline biosynthesis
VNG_1365C	Undefined	COG3389	Presenilin-like membrane protease, A22 family	Posttranslational modification, protein turnover, chaperones	Undefined
VNG_1366H	GAR1	COG3277	rRNA processing protein Gar1	Translation, ribosomal structure and biogenesis	16S rRNA modification
VNG_1367G	SEC65	COG1400	Signal recognition particle subunit SEC65	Intracellular trafficking, secretion, and vesicular transport	Undefined
VNG_1369G	FepB	COG0614	ABC-type Fe3+-hydroxamate transport system, periplasmic component	Inorganic ion transport and metabolism	Undefined
VNG_1370G	FepD	COG0609	ABC-type Fe3+-siderophore transport system, permease component	Inorganic ion transport and metabolism	Undefined
VNG_1371G	FepC	COG1120	ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component	Inorganic ion transport and metabolism	Undefined
VNG_1374G	PAS	COG2202	PAS domain	Signal transduction mechanisms	Undefined
VNG_1375C	BaeS	COG0642	Signal transduction histidine kinase	Signal transduction mechanisms	Undefined
VNG_1377G	Lrp	COG1522	DNA-binding transcriptional regulator, Lrp family	Transcription	Undefined
VNG_1379G	SuhB	COG0483	Archaeal fructose-1,6-bisphosphatase or related enzyme, inositol monophosphatase family	Carbohydrate transport and metabolism	Gluconeogenesis
VNG_1383G	DinG	COG1199	Rad3-related DNA helicase DinG	Replication, recombination and repair	Undefined
VNG_1385G	WbbJ	COG0110	Acetyltransferase, isoleucine patch superfamily	General function prediction only	Undefined
VNG_1389C	DisA	COG1624	c-di-AMP synthetase, contains DisA_N domain	Signal transduction mechanisms	Undefined
VNG_1390a	CAB4	COG1019	Phosphopantetheine adenylyltransferase	Coenzyme transport and metabolism	Pantothenate/CoA biosynthesis
VNG_1397C	YbdK	COG2170	Gamma-glutamyl:cysteine ligase YbdK, ATP-grasp superfamily	Posttranslational modification, protein turnover, chaperones	Undefined
VNG_1398C	ElaA	COG2153	Predicted N-acyltransferase, GNAT family	General function prediction only	Undefined
VNG_1401C	Undefined	COG1860	Predicted metal-binding protein, contains two cysteine clusters, UPF0179 family	Nucleotide transport and metabolism	Undefined
VNG_1402H	YpuF	COG1547	Predicted metal-dependent hydrolase	Function unknown	Undefined
VNG_1404G	MsrB	COG0229	Peptide methionine sulfoxide reductase MsrB	Posttranslational modification, protein turnover, chaperones	Undefined
VNG_1405C	HxlR	COG1733	DNA-binding transcriptional regulator, HxlR family	Transcription	Undefined
VNG_1406G	SSL2	COG1061	Superfamily II DNA or RNA helicase	Transcription	Undefined
VNG_1407C	FadM	COG0824	Acyl-CoA thioesterase FadM	Lipid transport and metabolism	Menaquinone biosynthesis
VNG_1408G	UshA	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	Nucleotide transport and metabolism	Undefined
VNG_1409C	Undefined	COG1967	Uncharacterized membrane protein	Function unknown	Undefined
VNG_1414G	GlyA	COG0112	Glycine/serine hydroxymethyltransferase	Amino acid transport and metabolism	Serine biosynthesis
VNG_1416G	FolD	COG0190	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	Coenzyme transport and metabolism	Undefined
VNG_1418C	DLH	COG0412	Dienelactone hydrolase	Secondary metabolites biosynthesis, transport and catabolism	Undefined
VNG_1422H	Undefined	COG3342	Uncharacterized conserved protein, Ntn-hydrolase superfamily	General function prediction only	Undefined
VNG_1428G	PerM	COG0628	Predicted PurR-regulated permease PerM	General function prediction only	Undefined
VNG_1429C	CofD	COG0391	Archaeal 2-phospho-L-lactate transferase/Bacterial gluconeogenesis factor, CofD/UPF0052 family	Carbohydrate transport and metabolism	Undefined
VNG_1432G	DYS1	COG1899	Deoxyhypusine synthase	Posttranslational modification, protein turnover, chaperones	Undefined
VNG_1435G	Asd	COG0136	Aspartate-semialdehyde dehydrogenase	Amino acid transport and metabolism	Lysine biosynthesis
VNG_1437G	SerA	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	Coenzyme transport and metabolism	Serine biosynthesis
VNG_1444G	HisD	COG0141	Histidinol dehydrogenase	Amino acid transport and metabolism	Histidine biosynthesis
VNG_1446H	Undefined	COG3360	Flavin-binding protein dodecin	General function prediction only	Undefined
VNG_1450G	UshA	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	Nucleotide transport and metabolism	Undefined
VNG_1451C	YrhO	COG1378	Sugar-specific transcriptional regulator TrmB	Transcription	Undefined
VNG_1452G	GCD2	COG1184	Translation initiation factor 2B subunit, eIF-2B alpha/beta/delta family	Translation, ribosomal structure and biogenesis	Translation factors
VNG_1454C	RtcB	COG1690	RNA-splicing ligase RtcB, repairs tRNA damage	Translation, ribosomal structure and biogenesis	Undefined
VNG_1456H	ARCH	COG1371	Archease, activates RNA ligation by RtcB (tRNA splicing)	Translation, ribosomal structure and biogenesis	Undefined
